,img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,true_label
5698,img_5401.jpg,0.42,0.01,0.56,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0
7280,img_54086.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.98,0
6453,img_5449.jpg,0.03,0.02,0.01,0.01,0.21,0.03,0.01,0.01,0.01,0.71,0
4635,img_54531.jpg,0.01,0.01,0.03,0.03,0.38,0.01,0.41,0.01,0.12,0.02,0
7256,img_54712.jpg,0.01,0.11,0.01,0.02,0.02,0.37,0.01,0.01,0.01,0.46,0
6450,img_54849.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0
2237,img_54857.jpg,0.06,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
2198,img_54960.jpg,0.16,0.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
2236,img_55291.jpg,0.10,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7326,img_55583.jpg,0.01,0.01,0.01,0.30,0.01,0.01,0.01,0.01,0.01,0.70,0
7318,img_55683.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.96,0
3946,img_55933.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.98,0.01,0
4654,img_5613.jpg,0.07,0.01,0.08,0.01,0.71,0.01,0.07,0.01,0.01,0.05,0
23,img_56181.jpg,0.41,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.10,0
7298,img_56251.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.97,0
1006,img_56357.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.36,0
4630,img_56374.jpg,0.01,0.01,0.01,0.74,0.04,0.01,0.20,0.01,0.01,0.01,0
2176,img_56466.jpg,0.07,0.05,0.01,0.33,0.01,0.02,0.01,0.51,0.01,0.01,0
4650,img_56942.jpg,0.01,0.01,0.02,0.01,0.04,0.01,0.33,0.01,0.60,0.01,0
6473,img_57112.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.86,0.15,0
3937,img_5716.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
4680,img_57216.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.75,0.06,0
6461,img_57598.jpg,0.42,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.53,0
7306,img_57739.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.96,0
921,img_57905.jpg,0.33,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.66,0
7267,img_58013.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0
875,img_58285.jpg,0.08,0.01,0.01,0.01,0.01,0.02,0.01,0.47,0.01,0.43,0
7322,img_58551.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.96,0
3363,img_58568.jpg,0.19,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.40,0.03,0
3966,img_58629.jpg,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.74,0
4651,img_58721.jpg,0.02,0.01,0.40,0.11,0.04,0.01,0.29,0.01,0.07,0.07,0
2156,img_59118.jpg,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0
886,img_59569.jpg,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.01,0.14,0
7319,img_5963.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.97,0
7269,img_59709.jpg,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.94,0
2163,img_59764.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.97,0
6503,img_59772.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
7261,img_59868.jpg,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.96,0
7320,img_6002.jpg,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.96,0
2160,img_60063.jpg,0.11,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.86,0
7240,img_60226.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
4666,img_60835.jpg,0.01,0.01,0.61,0.01,0.03,0.01,0.08,0.01,0.10,0.18,0
941,img_6087.jpg,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0
39,img_61415.jpg,0.07,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.06,0.01,0
2126,img_61568.jpg,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
2195,img_61737.jpg,0.07,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7262,img_61865.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.97,0
2175,img_61869.jpg,0.07,0.55,0.01,0.05,0.01,0.13,0.01,0.05,0.16,0.01,0
943,img_62023.jpg,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0
973,img_62053.jpg,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0
2185,img_62129.jpg,0.10,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0
3,img_62307.jpg,0.22,0.01,0.01,0.01,0.01,0.40,0.01,0.05,0.05,0.28,0
7299,img_62383.jpg,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.97,0
4678,img_62631.jpg,0.02,0.01,0.02,0.01,0.07,0.01,0.01,0.38,0.28,0.22,0
898,img_62643.jpg,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.04,0
4633,img_63023.jpg,0.01,0.01,0.01,0.04,0.04,0.01,0.91,0.01,0.05,0.01,0
6455,img_63073.jpg,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.95,0
6456,img_63140.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0
7257,img_63318.jpg,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.86,0
4704,img_63345.jpg,0.11,0.01,0.02,0.16,0.32,0.01,0.01,0.06,0.01,0.32,0
2179,img_63812.jpg,0.01,0.90,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0
4636,img_63904.jpg,0.01,0.01,0.01,0.02,0.66,0.01,0.22,0.02,0.07,0.01,0
897,img_6396.jpg,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.11,0
3944,img_64106.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.97,0.01,0
6433,img_64276.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
883,img_64413.jpg,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.16,0
2146,img_64681.jpg,0.17,0.76,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0
4688,img_64755.jpg,0.01,0.01,0.03,0.09,0.11,0.01,0.03,0.53,0.01,0.19,0
4624,img_65344.jpg,0.01,0.01,0.01,0.75,0.02,0.01,0.22,0.01,0.01,0.01,0
4672,img_65371.jpg,0.01,0.01,0.25,0.01,0.03,0.01,0.51,0.01,0.19,0.02,0
903,img_65491.jpg,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.25,0
2165,img_65497.jpg,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0
3934,img_65981.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
6495,img_66723.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.86,0
6476,img_66819.jpg,0.01,0.23,0.01,0.02,0.01,0.05,0.01,0.01,0.20,0.49,0
950,img_66842.jpg,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0
6452,img_66888.jpg,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.91,0
3945,img_66982.jpg,0.08,0.01,0.01,0.01,0.04,0.01,0.01,0.02,0.78,0.08,0
4700,img_67219.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0
4637,img_68181.jpg,0.01,0.01,0.12,0.02,0.75,0.01,0.02,0.01,0.08,0.01,0
2162,img_68227.jpg,0.10,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0
7244,img_68246.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.98,0
7245,img_68266.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.97,0
5634,img_68359.jpg,0.41,0.01,0.44,0.01,0.04,0.01,0.01,0.01,0.01,0.09,0
2133,img_68539.jpg,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0
7308,img_68629.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.96,0
931,img_68708.jpg,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0
3938,img_68933.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
3319,img_68999.jpg,0.16,0.01,0.01,0.01,0.01,0.73,0.01,0.08,0.02,0.01,0
5755,img_69596.jpg,0.20,0.01,0.10,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0
2224,img_69702.jpg,0.04,0.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
4631,img_70032.jpg,0.01,0.01,0.02,0.51,0.08,0.01,0.06,0.01,0.32,0.01,0
900,img_70073.jpg,0.21,0.02,0.01,0.01,0.01,0.01,0.01,0.53,0.02,0.22,0
71,img_7031.jpg,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.90,0.01,0
2210,img_70417.jpg,0.02,0.39,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0
7305,img_70795.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0
2112,img_71021.jpg,0.07,0.74,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0
3927,img_71091.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.96,0.01,0
912,img_71196.jpg,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.89,0
4629,img_71214.jpg,0.01,0.01,0.01,0.42,0.28,0.01,0.21,0.01,0.06,0.01,0
7263,img_71240.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0
5749,img_71412.jpg,0.10,0.01,0.32,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0
7304,img_71478.jpg,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.99,0
7241,img_71483.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.96,0
6493,img_72492.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.01,1.00,0
6479,img_72493.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
2129,img_72543.jpg,0.01,0.01,0.01,0.23,0.01,0.01,0.04,0.01,0.01,0.70,0
2238,img_7272.jpg,0.45,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
3952,img_72874.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.97,0.01,0
2196,img_73127.jpg,0.13,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7323,img_73392.jpg,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.79,0
2172,img_73423.jpg,0.12,0.80,0.01,0.01,0.01,0.03,0.01,0.01,0.04,0.01,0
6504,img_73679.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0
7238,img_73734.jpg,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.01,0.97,0
923,img_73813.jpg,0.14,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.04,0.78,0
7301,img_73825.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.97,0
887,img_73830.jpg,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.69,0.01,0.04,0
908,img_74317.jpg,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.64,0
7258,img_74632.jpg,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.75,0
2200,img_74751.jpg,0.14,0.90,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
996,img_75107.jpg,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.59,0
6485,img_75384.jpg,0.01,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.95,0
6446,img_75446.jpg,0.04,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.91,0
7313,img_7549.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.97,0
2194,img_75564.jpg,0.19,0.78,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0
2193,img_75755.jpg,0.09,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7270,img_75764.jpg,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.96,0
6449,img_75810.jpg,0.06,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.93,0
2235,img_75880.jpg,0.06,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
6498,img_75961.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.96,0
6438,img_75979.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.53,0
920,img_76198.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.96,0
6440,img_76249.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.40,0
5648,img_76549.jpg,0.45,0.01,0.51,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0
6499,img_76602.jpg,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
995,img_77169.jpg,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0
6496,img_77590.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.11,0.67,0
977,img_77890.jpg,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.62,0
4692,img_7807.jpg,0.01,0.01,0.01,0.17,0.01,0.01,0.02,0.01,0.80,0.01,0
6448,img_78183.jpg,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,1.00,0
4625,img_78560.jpg,0.01,0.01,0.01,0.56,0.10,0.01,0.32,0.01,0.01,0.01,0
3939,img_78805.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
6471,img_78909.jpg,0.24,0.63,0.01,0.01,0.01,0.07,0.01,0.01,0.02,0.04,0
4642,img_78948.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
4623,img_79134.jpg,0.01,0.01,0.01,0.43,0.02,0.01,0.51,0.01,0.04,0.01,0
1009,img_79819.jpg,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0
988,img_80170.jpg,0.36,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.59,0
6457,img_80174.jpg,0.06,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.94,0
904,img_80290.jpg,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.40,0.01,0.41,0
4696,img_80457.jpg,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.10,0.51,0.34,0
4687,img_80488.jpg,0.01,0.01,0.15,0.16,0.03,0.01,0.13,0.49,0.01,0.03,0
7337,img_80531.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
6444,img_80584.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
29,img_80630.jpg,0.18,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.19,0.59,0
5646,img_80666.jpg,0.32,0.01,0.66,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0
7255,img_81035.jpg,0.01,0.01,0.01,0.01,0.01,0.20,0.01,0.01,0.01,0.75,0
4661,img_81095.jpg,0.03,0.01,0.71,0.01,0.01,0.01,0.20,0.01,0.01,0.04,0
6502,img_81124.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.96,0
2212,img_81332.jpg,0.05,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7294,img_81340.jpg,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.96,0
6488,img_81383.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
2228,img_81527.jpg,0.41,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
2161,img_81940.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0
7303,img_8222.jpg,0.01,0.01,0.01,0.05,0.01,0.09,0.01,0.01,0.01,0.91,0
7295,img_82267.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
2173,img_82314.jpg,0.01,0.91,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0
7297,img_82353.jpg,0.01,0.01,0.01,0.03,0.01,0.10,0.01,0.01,0.01,0.92,0
7266,img_82453.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.97,0
2219,img_82948.jpg,0.48,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7333,img_83134.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
6442,img_83282.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.88,0
2240,img_83326.jpg,0.15,0.90,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
6443,img_83624.jpg,0.06,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.06,0.91,0
4667,img_83911.jpg,0.01,0.01,0.01,0.01,0.19,0.01,0.22,0.01,0.58,0.01,0
944,img_84204.jpg,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0
7265,img_84376.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
3936,img_84384.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0
7317,img_84899.jpg,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.06,0.94,0
3940,img_85555.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
918,img_85624.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0
2119,img_8571.jpg,0.10,0.16,0.01,0.01,0.01,0.06,0.01,0.09,0.58,0.01,0
68,img_85940.jpg,0.36,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.61,0.01,0
2167,img_86052.jpg,0.05,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
914,img_86402.jpg,0.40,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.60,0
49,img_86533.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.89,0.11,0
4663,img_86606.jpg,0.04,0.01,0.09,0.01,0.02,0.01,0.60,0.01,0.01,0.24,0
18,img_86851.jpg,0.25,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.18,0.43,0
7249,img_86913.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.96,0
2233,img_86976.jpg,0.06,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7250,img_87060.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
2227,img_8717.jpg,0.08,0.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7254,img_87245.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.97,0
2187,img_87270.jpg,0.47,0.50,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
2170,img_87355.jpg,0.04,0.19,0.01,0.19,0.01,0.01,0.01,0.01,0.58,0.01,0
2199,img_87669.jpg,0.05,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
2131,img_87801.jpg,0.02,0.93,0.01,0.02,0.01,0.01,0.01,0.01,0.07,0.01,0
7334,img_88085.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
6435,img_88140.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
942,img_88426.jpg,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0
4674,img_8843.jpg,0.02,0.01,0.59,0.01,0.03,0.01,0.28,0.01,0.04,0.02,0
7248,img_88930.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.96,0
4662,img_88932.jpg,0.24,0.01,0.09,0.01,0.31,0.01,0.30,0.02,0.01,0.03,0
2225,img_89077.jpg,0.13,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
945,img_89689.jpg,0.40,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0
7336,img_90159.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
4648,img_90173.jpg,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.96,0.01,0
7243,img_90273.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.98,0
5734,img_90283.jpg,0.30,0.01,0.44,0.22,0.04,0.01,0.01,0.01,0.01,0.01,0
6489,img_90325.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.96,0
5756,img_90343.jpg,0.02,0.01,0.16,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0
2205,img_90396.jpg,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
5650,img_90450.jpg,0.14,0.01,0.85,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0
978,img_90464.jpg,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.71,0
3928,img_90719.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0
7287,img_90865.jpg,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.01,0.94,0
5651,img_91149.jpg,0.30,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0
4655,img_91352.jpg,0.23,0.01,0.32,0.01,0.26,0.01,0.06,0.04,0.02,0.07,0
4693,img_91381.jpg,0.01,0.01,0.01,0.07,0.01,0.01,0.60,0.01,0.33,0.01,0
7239,img_91414.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
7289,img_91777.jpg,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.01,0.01,0.99,0
902,img_91903.jpg,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.52,0
2226,img_92314.jpg,0.15,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
938,img_92430.jpg,0.20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.80,0
37,img_92507.jpg,0.18,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.04,0.09,0
999,img_92731.jpg,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0
7293,img_92814.jpg,0.18,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.78,0
2239,img_93133.jpg,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
4689,img_9345.jpg,0.01,0.01,0.10,0.01,0.04,0.01,0.01,0.63,0.02,0.20,0
5644,img_93636.jpg,0.26,0.01,0.42,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0
4664,img_9368.jpg,0.02,0.01,0.23,0.07,0.02,0.01,0.06,0.29,0.01,0.29,0
2122,img_93757.jpg,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,0
3360,img_93907.jpg,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.02,0.96,0
3929,img_93914.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,0
956,img_9395.jpg,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0
6459,img_94048.jpg,0.30,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.53,0
7316,img_94437.jpg,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.07,0.50,0
4638,img_94635.jpg,0.01,0.01,0.01,0.04,0.50,0.01,0.02,0.12,0.31,0.01,0
7331,img_94842.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0
3941,img_94863.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,0
7279,img_9520.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
66,img_95245.jpg,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.01,0
2168,img_95355.jpg,0.02,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0
892,img_95525.jpg,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.02,0.06,0
7328,img_95596.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
5743,img_95849.jpg,0.21,0.01,0.44,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0
5752,img_9605.jpg,0.11,0.01,0.19,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0
7272,img_9648.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0
7335,img_96916.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0
3361,img_96975.jpg,0.11,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.65,0.05,0
72,img_97027.jpg,0.22,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.74,0.01,0
7296,img_97265.jpg,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.97,0
6441,img_97807.jpg,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.38,0
5732,img_981.jpg,0.40,0.01,0.47,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0
6451,img_98129.jpg,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.95,0
911,img_98275.jpg,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.39,0
981,img_98442.jpg,0.13,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.72,0
2188,img_98505.jpg,0.33,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.40,0
901,img_99086.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.69,0
6500,img_99098.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.97,0
